Nom_Commercial,DCI,Dosage,Prix_DZD
METRONIDAZOLE BEKER,METRONIDAZOLE,250MG,0.0
FLAGYL,METRONIDAZOLE,250MG,0.0
NIDAZOLE,METRONIDAZOLE,250MG,0.0
MEDAZOL,METRONIDAZOLE,250MG,0.0
IMUZOLE,METRONIDAZOLE,250MG,0.0
METROGYL,METRODINAZOLE,250MG,0.0
SUPPLIN,METRONIDAZOLE,250MG,0.0
RONIDAZ 250,METRONIDAZOLE,250MG,0.0
FLAGYL,"METRONIDAZOLE BENZOATE EXPRIME EN
METRONIDAZOLE",125MG/5ML,0.0
FLAZOL,"METRONIDAZOLE BENZOATE EXPRIME EN
METRONIDAZOLE",125MG/5ML,0.0
METZOL,"METRONIDAZOLE BENZOATE EXPRIME EN
METRONIDAZOLE",125MG/5ML,0.0
NIDAZOLE,METRONIDAZOLE,125MG/5ML,0.0
METAGYL,"METRONIDAZOLE
BENZOATE EXPRIME EN",125MG/5ML,0.0
METROGYL,"METRONIDAZOLE BENZOATE EXPRIME EN
METRONIDAZOLE",125MG/5ML,0.0
METRONIDAZOLE BEKER,METRONIDAZOLE,500MG,0.0
BIODAZOLE,METRONIDAZOLE,500MG,0.0
FLAZOL,METRONIDAZOLE,500MG,0.0
NIDAZOLE,METRONIDAZOLE,500MG,0.0
METRONIDAZOLE HUP,METRONIDAZOLE,500MG,0.0
METRONIDAZOLE MM,METRONIDAZOLE,500MG,0.0
IMUZOLE,METRONIDAZOLE,500MG,0.0
METROGYL,METRONIDAZOLE,500MG,0.0
NIDAZOLE,METRONIDAZOLE BENZOATE EXPRIME EN METRONIDAZOLE,200MG/5ML,0.0
SECNIDOLEX,SECNIDAZOLE ANHYDRE,2G/SACHET- DOSE,0.0
SECNOL,SECNIDAZOLE ANHYDRE,2G/SACHET- DOSE,0.0
AMOXYPEN,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE,500MG/FL. DE PDRE.,0.0
BIOPAMOX,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE,1G/FL. DE PDRE.,0.0
AMOXYPEN,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE,1G/FL. DE PDRE.,0.0
LAMOXYL,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,500MG,0.0
BIOPAMOX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG,0.0
AMODEX-Gé,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,500MG,0.0
PENAMOX 500,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG,0.0
AMOXIMEX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG,0.0
GRAMOX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,500MG,0.0
AMOXYPEN,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG,0.0
AMOXAL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG,0.0
FAMOXYL,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,500MG,0.0
PENAMOX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,125MG/5ML,0.0
AMOXICILLINE EG,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,125MG/5ML,0.0
AMOXIMEX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,125MG/5ML,0.0
AMOXAL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,125MG/5ML,0.0
FAMOXYL,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,125MG/5ML,0.0
AMOXYPEN,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,125MG/5ML,0.0
BIOPAMOX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/5ML,0.0
AMODEX-Gé,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/5ML,0.0
CLAMOXYL,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/5ML,0.0
PENAMOX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/5ML,0.0
AMOXICILLINE EG,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/5ML,0.0
AMOXIMEX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/5ML,0.0
GRAMOX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/ 5ML,0.0
AMOXYPEN,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/5ML,0.0
AMOXAL,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/5ML,0.0
FAMOXYL,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/5ML,0.0
LAMOXYL,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,250MG/5ML,0.0
VAAMOX ENFANT ET NOURRISSON,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,500MG/50MG,0.0
CURAM,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,500MG/125MG,0.0
ULTIMOX,AMOXICILLINE (TRIHYDRATE) / ACIDE CLAVULANIQUE  (SEL DE POTASSIUM),500MG / 125MG,0.0
CLAVODEX,"AMOXICILLINE
TRIHYDRATE EXPRIME EN AMOXICILLINE /",500MG/125MG,0.0
CLAVODA R 625,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,500MG/125MG,0.0
AMOCLAN FORTE,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,500MG/125MG,0.0
MEGAMOX,AMOXICILLINE / ACIDE CLAVULANIQUE,500MG/125MG,0.0
CLAMENTIN 625,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,500MG/125 MG,0.0
KLAVOX,"AMOXICILLINE
TRIHYDRATE EXPRIME",500MG/125MG,0.0
AUGMENTIN,"AMOXICILLINE
TRIHYDRATE EXPRIME",500MG/125MG,0.0
CLAVAMOX,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,500MG/125MG,0.0
CLAVUCILLINE,AMOXICILLINE/ACIDE CLAVULANIQUE,500MG/125MG,0.0
CURAM,AMOXICILLINE/ACIDE CLAVULANIQUE,"250MG/62,5MG/
5ML",0.0
CLAVODEX,"AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE
CLAVULANIQUE","250MG/62,5MG/
5ML",0.0
AMOCLAN FORTE,"AMOXICILLINE
TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM","250MG/62,5MG/
5ML",0.0
KLAVOX,AMOXICILLINE / ACIDE CLAVULANIQUE,"250MG/62,5MG/
5ML",0.0
AMPILINE,AMPICILLINE SODIQUE EXPRIME EN AMPICILLINE,500MG/FL. DE PDRE,0.0
AMPINAX,AMPICILLINE SODIQUE EXPRIME EN AMPICILLINE,1G/FL. DE PDRE.,0.0
AMPILINE,AMPICILLINE SODIQUE EXPRIME EN AMPICILLINE,1G/FL. DE PDRE.,0.0
AMPAL,AMPICILLINE TRIHYDRATE EXPRIME EN AMPICILLINE,125MG/5ML,0.0
AMPINAX,AMPICILLINE TRIHYDRATE EXPRIME EN AMPICILLINE,250MG/5ML,0.0
AMPAL,AMPICILLINE TRIHYDRATE EXPRIME EN AMPICILLINE,250MG/5ML,0.0
AMPINAX,AMPICILLINE TRIHYDRATE EXPRIME EN AMPICILLINE,500MG,0.0
AMPIMEX,AMPICILLINE TRIHYDRATE EXPRIME EN AMPICILLINE,500MG,0.0
AMPILINE,"AMPICILLINE TRIHYDRATE EXPRIME
EN AMPICILLINE",500MG,0.0
AMPAL,AMPICILLINE TRIHYDRATE EXPRIME EN AMPICILLINE,500MG,0.0
EXTENCINE,BENZATHINE BENZYLPENICILLINE,600 000UI/FL. DE PDRE.,0.0
RETARCILINE,BENZATHINE BENZYLPENICILLINE,600 000UI/FL. DE PDRE.,0.0
EXTENCINE,BENZATHINE BENZYLPENICILLINE,1 200 000UI/FL. DE PDRE.,0.0
RETARCILINE,BENZATHINE BENZYLPENICILLINE,1 200 000UI/FL. DE PDRE.,0.0
GECTAPEN,"BENZYLPENICILLINE
SODIQUE","500 000UI/FL. DE
PDRE.",0.0
PENI G BIOCARE,BENZYLPENICILLINE SODIQUE,"1 000
000UI/FL.DE PDRE.",0.0
GECTAPEN,BENZYLPENICILLINE SODIQUE,1 000 000UI/FL. DE PDRE.,0.0
OXALINE,OXACILLINE,500MG,0.0
OXACARE,OXACILLINE SODIQUE EXPRIME EN OXACILLINE,1G/FL. DE PDRE.,0.0
OXALINE,OXACILLINE SODIQUE EXPRIME EN OXACILLINE,1G/FL. DE PDRE.,0.0
ORAPEN,PHENOXYMETHYLPENICI LLINE POTASSIQUE EXPRIME EN PHENOXYMETHYLPENICI LLINE,250 000UI/5ML,0.0
PENICILLINE-CIMEX,PHENOXYMETHYLPENICI LLINE POTASSIQUE EXPRIME EN PHENOXYMETHYLPENICI LLINE,250 000UI/5ML,0.0
ORAPEN,PHENOXYMETHYLPENICI LLINE POTASSIQUE EXPRIME EN PHENOXYMETHYLPENICI LLINE,1000 000UI,0.0
PENICILLINE-CIMEX,"PHENOXYMETHYLPENICI
LLINE POTASSIQUE EXPRIME EN",1 000 000UI**,0.0
PENIVAL,"PHENOXYMETHYLPENICI
LLINE POTASSIQUE EXPRIME EN",1 000 000UI,0.0
KLAVOX,AMOXICILLINE / ACIDE CLAVULANIQUE,"125MG/31,25MG
/5ML",0.0
OXACARE,OXACILLINE SODIQUE EXPRIME EN OXACILLINE,500MG,0.0
OXADEX,"OXACILLINE SODIQUE EXPRIME EN
OXACILLINE",500MG,0.0
OXACIL HUP,OXACILLINE SODIQUE EXPRIME EN OXACILLINE,500MG,0.0
OXAMEX,"OXACILLINE SODIQUE
EXPRIME EN",500MG,0.0
OXALINE,"OXACILLINE SODIQUE
EXPRIME EN",500MG,0.0
OXAL,OXACILLINE SODIQUE EXPRIME EN OXACILLINE,500MG,0.0
BRISTOPEN,OXACILLINE,250MG/5ML,0.0
OXALINE,OXACILLINE,250MG/5ML,0.0
AMOCLAV ENFANT,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"100MG/12,5MG/ ML",0.0
BIOCLAV,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"100MG/12,5MG/ ML",0.0
CLAVODEX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"100MG/12,5MG/ ML",0.0
CLAMOCLAV ENFANT ET NOURRISSON,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"100MG/12,5MG/ ML",0.0
AUGMENTIN ENFANT ET AUGMENTIN NOURRISSON,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"100MG/12,5MG/ ML",0.0
AMOCLAN 8:1,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"100MG/12,5MG/ ML",0.0
CLAMOXYPEN,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"100MG/12,5MG/ ML",0.0
AMOCLAN,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,1G/200MG,0.0
CLAMOXYPEN,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,1G/200MG,0.0
TABUKLAV,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,1G/200MG,0.0
VAAMOX ADULTE,"AMOXICILLINE SODIQUE
EXPRIME EN AMOXICILLINE / ACIDE",1G/200MG,0.0
CLAVODEX,AMOXICILLINE TRIHYDRATEE EXPRIMEE EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"500MG/62,5MG",0.0
BIOCLAV 8:1,"AMOXICILLINE
TRIHYDRATEE EXPRIMEE EN AMOXICILLINE / ACIDE CLAVULANIQUE","500MG/62,5MG",0.0
AUGMENTIN ENFANTS,AMOXICILLINE/ACIDE CLAVULANIQUE RAPPORT 8/1,"500MG/62,5MG",0.0
AMOCLAN 8:1,"AMOXICILLINE
TRIHYDRATEE EXPRIMEE EN AMOXICILLINE / ACIDE CLAVULANIQUE","500MG/62,5MG",0.0
LAMOXYL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG/5ML,0.0
BIOPAMOX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG/5ML,0.0
AMODEX Gé,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG/5ML,0.0
CLAMOXYL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG/5ML,0.0
PENAMOX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG/5ML,0.0
AMOXICILLINE EG,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG/5ML,0.0
AMOXIMEX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG/5ML,0.0
AMOXAL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG/5ML,0.0
FAMOXYL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG/5ML,0.0
AMOXYPEN,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG/5ML,0.0
PENAMOX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,1G,0.0
AMODEX-Gé,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,1G,0.0
PENAMOX D,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,1G,0.0
AMOXICILLINE EG,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,1G,0.0
AMOXIMEX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,1G,0.0
SAIFOXYL,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,1G,0.0
LAMOXYL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,1G,0.0
AMOXYPEN,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,1G,0.0
CLAMOXYL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,1G,0.0
AMOXAL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,1G,0.0
CLAVOR,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"500MG/62,5MG",0.0
BIOCLAV,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"500MG/62,5MG",0.0
CLAVODEX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"500MG / 62,5MG",0.0
AUGMENTIN ADULTES,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"500MG/62,5MG",0.0
AMOCLAN 8:1,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"500MG/62,5MG",0.0
AMOXICILLINE / ACIDE CLAVULANIQUE SANDOZ ADULTE,"AMOXICILLINE
TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME","500MG / 62,5MG",0.0
CLAVAMOX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,"500MG/62,5MG",0.0
AUGMENTIMEX ADULTES,"AMOXICILLINE
TRIHYDRATEE EXPRIME EN AMOXICILLINE /","500MG/62,5MG",0.0
ORBENINE,CLOXACILLNE SODIQUE MONOHYDRATEE EXPRIME EN CLOXAILLINE,500MG,0.0
"CLAVODAR 200/28,5",AMOXICILLINE** (SOUS FORME TRIHYDRATEE) / ACIDE CLAVULANIQUE** (SOUS FORME POTASSIQUE),"200MG**/28,5M
G**",0.0
AMOCLAN BID,AMOXICILLINE /ACIDE CLAVULANIQUE,"200MG/28,5MG
/5ML",0.0
KLAVOX,AMOXICILLINE / ACIDE CLAVULANIQUE,200MG/28MG/5 ML,0.0
CLAVODEX DUO,"AMOXICILLINE TRIHYDRATEE EXPRIMEE EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE
CLAVULANIQUE",400MG/57MG/5 ML,0.0
CLAVODAR FORTE 400/57,"AMOXICILLINE** (SOUS
FORME TRIHYDRATEE) / ACIDE CLAVULANIQUE**","400MG** /
57MG**",0.0
AMOCLAN BID,AMOXICILLINE TRIHYDRATEE EXPRIMEE EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,400MG/57MG/5 ML,0.0
KLAVOX,AMOXICILLINE / ACIDE CLAVULANIQUE,400MG/57MG/5 ML,0.0
CLAVODEX DUO,AMOXICILLINE TRIHYDRAT2E /ACIDE CLAVULANIQUE POTASSIQUE,875MG/125MG,0.0
CLAVODAR 1G,"AMOXICILLINE** (SOUS
FORME TRIHYDRATEE) / ACIDE CLAVULANIQUE**",875MG*/125MG*,0.0
AMOCLAN BID,"AMOXICILLINE
TRIHYDRATEE EXPRIMEE EN AMOXICILLINE / ACIDE CLAVULANIQUE POTASSIQUE EXPRIME",875MG/125MG,0.0
KLAVOX,AMOXICILLINE/ACIDE CLAVULANIQUE,875MG/125MG,0.0
BIOPAMOX,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,1G/SACHET,0.0
HIMOXYL,AMOXICILLINE TRIHYDRATE E EXPRIME EN AMOXICILLINE ANHYDRE,1G/SACHET,0.0
CLAVODEX,"AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE
/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE",1G/125MG/SACH ET,0.0
CLAVOR,"AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE
/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE",1G/125MG/SACH ET,0.0
BIOCLAV 8:1,"AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE
/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE",1G/125MG/SACH ET,0.0
CLAMOCLAV,"AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE
/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE",1G/125MG/SACH ET,0.0
AUGMENTIN ADULTE,"AMOXICILLINE
TRIHYDRATEE EXPRIME EN AMOXICILLINE",1G/125MG/SACH ET,0.0
AMOCLAN 8:1,"AMOXICILLINE
TRIHYDRATEE EXPRIME EN AMOXICILLINE
/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME",1G/125MG/SACH ET,0.0
"AMOXICILLINE / ACIDE CLAVULANIQUE
SANDOZ ADULTE","AMOXICILLINE
TRIHYDRATEE EXPRIME EN AMOXICILLINE
/ACIDE CLAVULANIQUE",1G/125MG/SACH ET,0.0
AMOCLAN,AMOXICILLINE/ACIDE CLAVULANIQUE,"500MG/100MG
/FL. DE PDRE.",0.0
TABUKLAV,AMOXICILLINE/ ACIDE CLAVULANIQUE,500MG/100MG,0.0
SAIFOXYL,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,500MG,0.0
PENAMOX D,"AMOXICILLINE
TRIHYDRATEE EXPRIME",500MG,0.0
AMOXYPEN,"AMOXICILLINE TRIHYDRATEE EXPRIME
EN AMOXICILLINE",500MG,0.0
AMOXYPEN,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,250MG,0.0
OSPEN 400,PHENOXYMETHYLPENICI LLINE,400.000UI/5ML,0.0
ORAPEN,PHENOXYMETHYLPENICI LLINE,1 500 000UI,0.0
PENIVAL,PHENOXYMETHYLPENICI LLINE POTASSIQUE,1 500 000UI,0.0
MERONEM,"MEROPENEME TRIHYDRATE EXPRIME EN MEROPENEME
ANHYDRE",1G/FL DE PDRE,0.0
MEPRA,"MEROPENEME
TRIHYDRATE EXPRIME",1G/FL DE PDRE,0.0
ARCHIFAR,"Méropénéme trihydraté
exprimé en",1G/FL DE PDRE,0.0
MEPRA,"MEROPENEME
TRIHYDRATE EXPRIME",500MG/FLACON,0.0
THIOPHENICOL,THIAMPHENICOL,"750MG/FL. DE
PDRE.",0.0
OFLAX,Ofloxacine,200MG,0.0
MENEFLOKS,Ofloxacine,200MG,0.0
OFLOCET,Ofloxacine,200MG/40ML,0.0
OFLOXACINE MYLAN,Ofloxacine,5MG/ML (200MG/40ML),0.0
MATADOR 250,LEVOFLOXACINE HEMIHYDRATE EXPRIME EN LEVOFLOXACINE,250MG,0.0
TAVANIC,"LEVOFLOXACINE
HEMIHYDRATE EXPRIME",250MG,0.0
MATADOR 500,LEVOFLOXACINE HEMIHYDRATE EXPRIME EN LEVOFLOXACINE,500MG,0.0
LEVOFLOX,LEVOFLOXACINE HEMIHYDRATE EXPRIME EN LEVOFLOXACINE,500MG,0.0
NORFLOXAL,NORFLOXACINE,400 MG,0.0
TAVANIC,LEVOFLOXACINE HEMIHYDRATE EXPRIME EN LEVOFLOXACINE,500MG,0.0
LEVOFLOXACINE RAZES,LEVOFLOXACINE HEMIHYDRATE EXPRIME EN LEVOFLOXACINE,5MG/ML,0.0
INDPRO,CIPROFLOXACINE,2MG/ML (200MG/100ML),0.0
CIPROFLOXACINE RAZES,CIPROFLOXACINE,2MG/ML (200MG/100ML) (400MG/200ML),0.0
CIPROLON,CIPROFLOXACINE,2MG/ML (200MG/100ML) (400MG/200ML),0.0
CIPROTEK,"CIPROFLOXACINE CHLORHYDRATE EXPRIME EN
CIPROFLOXACINE",250MG,0.0
CIPROLON,CIPROFLOXACINE CHLORHYDRATE EXPRIME EN CIPROFLOXACINE,250MG,0.0
CIPROTEK,"CIPROFLOXACINE CHLORHYDRATE EXPRIME EN
CIPROFLOXACINE",250MG,0.0
LOXANAD,"CIPROFLOXACINE CHLORHYDRATE EXPRIME EN
CIPROFLOXACINE",250MG,0.0
PROFLOX,"CIPROFLOXACINE
CHLORHYRATE MONOHYDRATE EXPRIME EN",250MG,0.0
CIPROFLOXAL,"CIPROFLOXACINE CHLORHYDRATE EXPRIME EN
CIPROFLOXACINE",250MG,0.0
CIPROFLOXACINE BEKER,CIPROFLOXACINE CHLORHYDRATE EXPRIME EN CIPROFLOXACINE,500MG,0.0
CIPROTEK,"CIPROFLOXACINE CHLORHYDRATE EXPRIME EN
CIPROFLOXACINE",500MG,0.0
CIPRODAR,CIPROFLOXACINE CHLORHYDRATE EXPRIME EN CIPROFLOXACINE,500MG,0.0
QUINOX,"CIPROFLOXACINE CHLORHYRATE MONOHYDRATE EXPRIME EN
CIPROFLOXACINE",500MG,0.0
CIPROLON,"CIPROFLOXACINE CHLORHYDRATE EXPRIME EN
CIPROFLOXACINE",500MG,0.0
CIPRO 500,"CIPROFLOXACINE CHLORHYRATE MONOHYDRATE EXPRIME EN
CIPROFLOXACINE",500MG,0.0
FLOCINE,"CIPROFLOXACINE CHLORHYRATE MONOHYDRATE EXPRIME EN
CIPROFLOXACINE",500MG,0.0
LOXANAD,CIPROFLOXACINE CHLORHYDRATE (EXPRIME EN CIPROFLOXACINE),500 MG,0.0
PROFLOX,"CIPROFLOXACINE
CHLORHYRATE MONOHYDRATE EXPRIME EN",500MG,0.0
OZAFLOX,"CIPROFLOXACINE
CHLORHYRATE MONOHYDRATE EXPRIME EN",500MG,0.0
MEFLOX,"CIPROFLOXACINE
CHLORHYRATE MONOHYDRATE EXPRIME EN",500MG,0.0
CIPROFLOXAL,CIPROFLOXACINE CHLORHYDRATE EXPRIME EN CIPROFLOXACINE,500MG,0.0
CIPROFLOXACINE ZENTIVA,"CIPROFLOXACINE CHLORHYDRATE EXPRIME EN
CIPROFLOXACINE",500MG,0.0
CIPROFLOXACINE BEKER,CIPROFLOXACINE CHLORHYDRATE EXPRIME EN CIPROFLOXACINE,750MG,0.0
QUINOX,"CIPROFLOXACINE CHLORHYRATE MONOHYDRATE EXPRIME EN
CIPROFLOXACINE",750MG,0.0
CIPROLON,"CIPROFLOXACINE
CCIHPRLORFLHOYXDARCAITNEE",750MG,0.0
CIPRO 750,CHLORHYRATE MONOHYDRATE EXPRIME EN,750MG,0.0
OZAFLOX,"CIPROFLOXACINE
CHLORHYRATE MONOHYDRATE",750MG,0.0
OFLAX,Ofloxacine,400MG,0.0
GEMIXINE,GEMIFLOXACINE MESYLATE EXPRIME EN GEMIFLOXACINE,320MG,0.0
FACTIVE,GEMIFLOXACINE MESYLATE EXPRIME EN GEMIFLOXACINE,320MG,0.0
AVELOX,MOXIFLOXACINE CHLORHYDRATE EXPRIME EN MOXIFLOXACINE,400MG**,0.0
CIPROCINE,CIPROFLOXACINE,250MG/5ML,0.0
QUINOX LP,"CIPROFLOXACINE
CHLORHYRATE MONOHYDRATE EXPRIME EN",1G,0.0
MATADOR 750,"LEVOFLOXACINE
HEMIHYDRATE EXPRIME",750MG,0.0
CROFURIL,FURAZOLIDONE,344 MG/100 ML,0.0
BACTISOL,"SULFAMETHOXAZOLE /
TRIMETHOPRIME","200MG/40MG/5
ML",0.0
COTRIM,SULFAMETHOXAZOLE / TRIMETHOPRIME,200MG/40MG/5 ML,0.0
